date,debit_inn,credit_inn,amount,purpose,node_score_debit,node_score_credit,txn_node_risk,txn_risk_score,txn_risk_score_blend_graph
2020-12-29,d877722ca4e40f98,6931e23e98703aa9,200000.0,оплата по счету № 8 от date_b42a3a2ef047 фасад наружные стеня согласно договора подряда №3-тор от 19.05.17г сумма 200000-00 в т.ч. ндс (20%) 33333-33,0.025063289192023976,0.0038481056690216064,0.025063289192023976,0.31370323599148475,0.25597524663159266
2020-12-29,5ae9eeb0d29bc5c0,d877722ca4e40f98,200000.0,перевод денежных средств по договору № пи-1/281220 от date_8425413630fa г. сумма 200000-00 без налога (ндс),0.013772010803222656,0.025063289192023976,0.025063289192023976,0.41450564522162137,0.33661717401570196
2020-12-30,d877722ca4e40f98,8d9e0be733f77f1c,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №390 (200000 rur ) от 30/12/20. без ндс,0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.289511128434512,0.23662156058601438
2020-12-30,d877722ca4e40f98,8d9e0be733f77f1c,37.0,"комиссия в другие банки (кредитные организации, банк россии) за пп/пт через дбо согласно договору рко №acc_ded93f97f389 от '02/12/2014'. документы: №389 (4999.97 rur ) от 30/12/20 без ндс",0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.1283750782604696,0.10771272044678047
2020-12-30,d877722ca4e40f98,8d9e0be733f77f1c,39.12,"комиссия за перечисление средств со сч. юл на сч.фл (в т.ч. при закрытии счета), (оборот до 150 тыс. руб) по дог. рко №acc_ded93f97f389 от '02/12/2014'. за документы: документ(ы):; от 30/12/20 №№: 387 (260",0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.20598583773466228,0.16980132802613462
2020-12-30,d877722ca4e40f98,ca3891c167141f4d,531.02,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.025063289192023976,0.013974308967590332,0.025063289192023976,0.2847257096695276,0.23279322557402687
2020-12-30,d877722ca4e40f98,80799e1a6646b6dc,2055.27,взносы на обязательное социальное страхование,0.025063289192023976,0.004074901342391968,0.025063289192023976,0.20437597995323023,0.16851344180098898
2020-12-30,d877722ca4e40f98,035fab081fc0922f,2608.91,заработная плата за вторую половину декабря 20г для зачисления на счет ермошкина михаила юрьевича сумма 2608-91 без налога (ндс),0.025063289192023976,0.017216861248016357,0.025063289192023976,0.33294110752013273,0.271365543854511
2020-12-30,d877722ca4e40f98,80799e1a6646b6dc,4496.06,страховые взносы на обязательное медицинское страхование,0.025063289192023976,0.004074901342391968,0.025063289192023976,0.2095038195143087,0.17261571344985174
2020-12-30,d877722ca4e40f98,917804652432403b,4999.97,оплата по исполнительный листу № № 2-7123/16 от date_178e735fd502 ермошкин м.ю. взыскателю ким натальи аркадьевны. за декабрь 2020г,0.025063289192023976,0.0376734733581543,0.0376734733581543,0.32247028174076225,0.2655109200642407
2020-12-30,d877722ca4e40f98,6290b8d67943ece5,5216.82,заработная плата за вторую половину декабря 20г для зачисления на счет таранова константина анатольевича сумма 5216-82 без налога (ндс),0.025063289192023976,0.017214596271514893,0.025063289192023976,0.2746305046662682,0.22471706157141938
2020-12-30,d877722ca4e40f98,80799e1a6646b6dc,11505.0,налог на доходы физических лиц за декабрь 2020 года,0.025063289192023976,0.004074901342391968,0.025063289192023976,0.13826687150367106,0.11562615504134165
2020-12-30,d877722ca4e40f98,80799e1a6646b6dc,17355.0,страховые взносы на выплату страховой части трудовой пенсии,0.025063289192023976,0.004074901342391968,0.025063289192023976,0.22019494539843099,0.1811686141571496
2020-12-30,d877722ca4e40f98,8d9e0be733f77f1c,23478.88,заработная плата по реестру №11 от date_2a5f75c8ae9f в соответствии с договором 50356798 от date_eb8c294d74c6,0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.3181910780918171,0.25956552031185853
2020-12-30,d877722ca4e40f98,6931e23e98703aa9,200000.0,оплата по счету № 8 от date_b42a3a2ef047 сумма 200000-00 в т.ч. ндс (20%) 33333-33,0.025063289192023976,0.0038481056690216064,0.025063289192023976,0.25774729692881815,0.21121049538145933
2020-12-30,5ae9eeb0d29bc5c0,d877722ca4e40f98,200000.0,перевод денежных средств по договору № пи-1/281220 от date_8425413630fa г. сумма 200000-00 без налога (ндс),0.013772010803222656,0.025063289192023976,0.025063289192023976,0.3681008716162819,0.2994933551314304
2020-12-31,d877722ca4e40f98,8d9e0be733f77f1c,46.96,оплата комиссии за оказание услуг по зачислению денежных средств. за период с date_f300508e7393 по date_2a5f75c8ae9f. договор от date_eb8c294d74c6 № 50356798. ндс не облагается.,0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.25069042986255524,0.205565001728449
2020-12-31,d877722ca4e40f98,8d9e0be733f77f1c,1800.0,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/12/2020' по '31/12/2020' за 31 дней. ндс не облагается,0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.3703041901407237,0.3012560099509838
2021-01-11,d877722ca4e40f98,8d9e0be733f77f1c,16.0,"комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. документ(ы):; от 11/01/21 №№: 1 (80000 rur ), 2 (17262 rur ). без ндс",0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.2203124217520635,0.1812625952400556
2021-01-11,d877722ca4e40f98,eed8b1f54ed4366c,17262.0,оплата по договору электроэнергия по дог.№112458 от 03.03.17 аванс 70 % за январь 2021г по с/ф 44217-080-02 от 31.12.20г сумма 17262-00 в т.ч. ндс (20%) 2877-00,0.025063289192023976,0.006523311138153076,0.025063289192023976,0.2421105035360437,0.19870106066723975
2021-01-11,d877722ca4e40f98,6d806e49c5774c77,80000.0,оплата по договору №29-12/2020 сумма 80000-00 без налога (ндс),0.025063289192023976,0.06255573034286499,0.06255573034286499,0.22893257799350059,0.19565720846337348
2021-01-11,5ae9eeb0d29bc5c0,d877722ca4e40f98,200000.0,перевод денежных средств по договору № пи-1/281220 от date_8425413630fa г. сумма 200000-00 без налога (ндс),0.013772010803222656,0.025063289192023976,0.025063289192023976,0.36946166619506293,0.3005819907944552
2021-01-12,d877722ca4e40f98,8d9e0be733f77f1c,16.0,"комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. документ(ы):; от 12/01/21 №№: 3 (200000 rur ), 4 (200000 rur ). без ндс",0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.2222961202843886,0.1828495540659157
2021-01-12,d877722ca4e40f98,8d9e0be733f77f1c,199.0,информирование об операциях поступления и/или списания по банковскому(им) счету(ам) в рублях рф за период с '01/12/2020' по '31/12/2020'.,0.025063289192023976,0.0038172006607055664,0.025063289192023976,0.24795102385741247,0.20337347692433477
2021-01-12,d877722ca4e40f98,6931e23e98703aa9,200000.0,оплата по счету № 8 от date_b42a3a2ef047 фасад наружные стеня согласно договора подряда №3-тор от 19.05.17г сумма 200000-00 в т.ч. ндс (20%) 33333-33,0.025063289192023976,0.0038481056690216064,0.025063289192023976,0.32429233646213884,0.2644465270081159
2021-01-12,d877722ca4e40f98,6931e23e98703aa9,200000.0,оплата по счету № 8 от date_b42a3a2ef047 фасад наружные стеня согласно договора подряда №3-тор от 19.05.17г сумма 200000-00 в т.ч. ндс (20%) 33333-33,0.025063289192023976,0.0038481056690216064,0.025063289192023976,0.4718322593924924,0.38247846535239877
