,debit_amount_count,debit_amount_sum,debit_amount_mean,debit_amount_std,debit_debit_roll_cnt_30d_mean,debit_debit_roll_mean_30d_mean,debit_debit_roll_std_30d_mean,debit_debit_amount_spike_ratio_7d_mean,debit_debit_tx_rate_spike_7d_mean,debit_debit_amount_volatility_30d_mean,credit_amount_count,credit_amount_sum,credit_amount_mean,credit_amount_std,credit_credit_roll_cnt_30d_mean,credit_credit_roll_mean_30d_mean,credit_credit_roll_std_30d_mean,credit_credit_amount_spike_ratio_7d_mean,credit_credit_tx_rate_spike_7d_mean,credit_credit_amount_volatility_30d_mean,out_unique,in_unique,fan_out_ratio,fan_in_ratio,in_out_ratio,IsolationForest_score,LocalOutlierFactor_score,OneClassSVM_score,EllipticEnvelope_score,graph_anomaly_score,anomaly_flag
683c3112f4fb5700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,77344.0,15468.8,17044.36665587783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.199999960000008,77344000001.0,0.007256770876657471,2.5461514903500675e-05,0.7719887364650799,2.1360245902129012e-08,0.1948177475542217,0
6931e23e98703aa9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,393427343.0,1536825.55859375,4968876.800618378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.003906249984741211,393427343000001.0,0.620249188411008,0.44510384570924577,0.9944184647267426,0.9999999999999728,0.7649428747117423,1
699e6f31660016bf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18000.0,4500.0,2449.489742783178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24999993750001562,18000000001.0,0.0021844953030436595,0.0,0.748039607969409,4.5459999824396026e-08,0.18755603718311314,0
6d806e49c5774c77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,351076.0,87769.0,9896.019603860937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24999993750001562,351076000001.0,0.012661622631051276,0.00011487114465707265,0.7169185800413321,1.9963811480181096e-07,0.18242381836378882,0
6e8af9f6fa6a662b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3483.56,870.89,21.079999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24999993750001562,3483560001.0,0.003680934911666342,0.0,0.7499300088878968,5.28094656028885e-08,0.1884027491522572,0
6ef5667d7851dcbc,20.0,23200000.0,1160000.0,321836.8334551237,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3000000.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.04999999750000012,0.9999990000010001,0.12931034482762374,0.323035746073801,0.26011370418443047,0.83535322630308,0.00016332861963126193,0.3546665012952357,0
71aea28b46e14023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,41453.86,5181.7325,3711.6452336579414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.12499998437500197,41453860001.0,0.00862289756236535,0.002523453190971385,0.8356428183521346,4.8692463175805416e-08,0.21169730444948362,0
74b54be399407640,1.0,157929.64,157929.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,433931.76,108482.94,66095.54313798221,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999990000010001,0.24999993750001562,2.7476271078579826,0.12923101750442267,0.009664334936674821,0.7011087506618287,1.1108416230210178e-06,0.2100013034861373,0
75bcde0b4b2dbe0e,1.0,2661120.0,2661120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,0.0,3.757816257814846e-13,0.1901537417171672,0.028668582210192105,0.5893467528938686,7.258297776470332e-06,0.2020440837797511,0
767c3f5f72b4494f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,29485.0,14742.5,9952.527945200656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.499999750000125,29485000001.0,0.0006646710731187917,0.004334315957946429,0.6746729363086587,8.496962801008116e-09,0.16991798295917168,0
777e4d144e99f74a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6479589.0,1079931.5,1888708.7814132436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666663888889352,6479589000001.001,0.1417591537609918,0.07117758791853976,0.41859771523272454,0.00020967513744771864,0.15793603301242595,0
77af13772af29f14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6076663.2,6076663.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,6076663200001.001,0.3323335918299306,0.354502283705183,0.9922247457227771,0.00028036630951678085,0.41983524689185187,0
7ad54077510c09e4,24.0,6900000.0,287500.0,483272.2700057616,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3354940.76,419367.595,733932.9827634913,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.041666664930555625,0.12499998437500197,0.48622329855079904,0.17215601477676945,0.02545862624637506,0.3677079264026447,2.8349000477882483e-05,0.14133772910656678,0
7b6d655993f0d2ed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,72960.0,12160.0,10784.878302512272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.16666663888889352,72960000001.0,0.008793019722228084,0.0019259289192436373,0.7984545678089028,2.214827571429892e-08,0.20229338464966257,0
80799e1a6646b6dc,9.0,76988367.0,8554263.0,5258938.0601606015,0.0,0.0,0.0,0.0,0.0,0.0,172.0,3239357.19,18833.47203488372,120986.91354108785,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.11111109876543349,0.005813953454570038,0.04207593064028696,0.5086755439613114,0.12494841087704453,0.9955745529158335,0.0002781747400179828,0.4073691706235519,0
808f1347a5fad97c,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,202963.5,202963.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,202963500001.00003,0.03205428077503185,0.0026772911308147493,0.9276117127920177,1.5997141887811975e-07,0.2405858611673208,0
813f62b60a645969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17000.0,8500.0,2121.3203435596424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.499999750000125,17000000001.000002,0.0006308856255172317,0.0043491297130064934,0.6786827317181394,1.4964015964739715e-08,0.17091569050516978,0
85ee5df9d37a27a6,1.0,250000.0,250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1829384.0,130670.28571428571,103633.33110868008,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.9999990000010001,0.07142856632653098,7.31753599997473,0.13297651275315314,0.009548136610341474,0.8112202915693116,1.8093630496053695e-06,0.23843668757396397,0
89e588b9010869a4,16.0,5750000.0,359375.0,348759.1097973882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06249999609375024,0.0,1.739130434782306e-13,0.1746235456806272,0.009606737486493626,0.7379240268667552,1.2318786742361618e-06,0.23053888547813758,0
89f78d49598151f0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78328.2,78328.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,78328200001.0,0.02564475064752763,0.0026772911308147493,0.9661356431599106,2.1861817019033196e-08,0.24861442670001752,0
8a33d5e5ee28c48d,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60000.0,60000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9999990000010001,60000000001.0,0.020690504943386864,0.0026772911308147493,0.9722820861402179,2.1907273959837533e-08,0.24891247603042338,0
8a71b7ac75997883,2.0,303000.0,151500.0,210010.7140124046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.499999750000125,0.0,3.300330032992408e-12,0.1707898988945271,0.03539346908763397,0.5525437291864784,1.0346065454817156e-06,0.18968203294379624,0
8cdbeda759529d03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5003828.0,2501914.0,2118613.5388012603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.499999750000125,5003828000001.0,0.21275003091927386,0.08649077523365024,0.40722802417905934,0.00018010952521636253,0.17666223496429997,0
8d9e0be733f77f1c,223.0,353829010.09,1586677.1752914798,9526327.95000904,0.0,0.0,0.0,0.0,0.0,0.0,983.0,113293166.22,115252.45800610376,3191978.600097571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.004484304912626435,0.001017293996930525,0.32019185253120824,0.6909442440924708,0.407494853142166,0.9999906202926693,0.009541745009128534,0.5269928656341086,1
917804652432403b,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,97173.16,6478.210666666667,3685.6626700140687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.06666666222222252,97173160001.0,0.017417143687629404,0.002832858845178069,0.8868940547941541,3.8318223531962214e-07,0.2267861101272992,0
