id,date,debit_inn,credit_inn,amount,risk_score,rule_score,iso_score
,2022-03-16,d877722ca4e40f98,a4bb2adbd377d7b6,602.07,0.8441772511360001,1.0,0.5413986891830439
,2021-03-31,d877722ca4e40f98,e836147459925aef,14000.0,0.8441203217714758,1.0,0.5412732917093765
,2021-06-10,d877722ca4e40f98,032f0b4d2498f263,500000.0,0.8439522395413567,1.0,0.5409030594539946
,2021-05-05,d877722ca4e40f98,ca3891c167141f4d,697.17,0.8436705956988264,1.0,0.540282686705724
,2022-02-04,d877722ca4e40f98,7ad54077510c09e4,0.3,0.8435908150508247,1.0,0.5401069550461394
,2021-03-04,d877722ca4e40f98,a2495f5178d5a17d,6500.0,0.8435427632538267,1.0,0.5400011120598514
,2021-03-31,d877722ca4e40f98,a2495f5178d5a17d,4550.0,0.8432882235603032,1.0,0.5394404412218295
,2022-08-08,d877722ca4e40f98,41face6c4b94dd88,316800.0,0.8430103101438378,1.0,0.5388282854281684
,2021-02-19,d877722ca4e40f98,ac31ae518119510a,3000.0,0.84299138908753,1.0,0.5387866082958142
,2021-04-30,d877722ca4e40f98,032f0b4d2498f263,82192.0,0.8426168389712991,1.0,0.537961592265342
,2021-04-20,d877722ca4e40f98,ac31ae518119510a,3000.0,0.842316903317279,1.0,0.5373009284130202
,2021-06-17,d877722ca4e40f98,032f0b4d2498f263,32465.75,0.8421878878897519,1.0,0.5370167480289392
,2021-05-18,d877722ca4e40f98,41face6c4b94dd88,316800.0,0.8418940738548034,1.0,0.5363695681768824
,2020-05-12,d877722ca4e40f98,85ee5df9d37a27a6,90046.0,0.841843444015926,1.0,0.536258046575676
,2021-08-02,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8417582775582947,1.0,0.5360704516724586
,2021-04-21,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8416435774714438,1.0,0.5358178034786718
,2021-04-14,d877722ca4e40f98,41face6c4b94dd88,327360.0,0.841460554523446,1.0,0.5354146615238328
,2021-08-02,d877722ca4e40f98,ac31ae518119510a,3000.0,0.8414545476426365,1.0,0.5354014302558495
,2021-03-18,d877722ca4e40f98,cf603eadad6f36c6,5438.5,0.8413920663298667,1.0,0.535263803587465
,2019-12-26,d877722ca4e40f98,2da52242895cf5c0,904300.96,0.8413618280313001,1.0,0.5351971981320917
,2021-10-20,d877722ca4e40f98,a4bb2adbd377d7b6,602.07,0.8411872761174924,1.0,0.5348127151996336
,2022-04-21,d877722ca4e40f98,41face6c4b94dd88,327360.0,0.8408199431657336,1.0,0.534003596311162
