txn_id,date,inn,side,amount,purpose,iforest_score_debit,ts_score,score_max,score_wavg,score_rank,final_score,risk_level
01f44be61bf19e931929654aeca8b9eeb58341ace29b891fa35d42ed1bf5232d,2019-10-10,d877722ca4e40f98,debit,8610.84,оплата по договору электроэнергия по дог.№112458 от 03.03.17 по сф 31969-080-02 от 30.09.19 аванс 70% за октябрь 2019г сумма 8610-84 в т.ч. ндс (20%) 1435-14,0.3035150030133663,0.0,0.3035150030133663,0.18210900180801978,0.6322513812154696,0.6322513812154696,green
73b07a221f10ee492d58e1cd55ebcff4fdcac7434b3da09da28851ffc1e1378b,2022-03-16,d877722ca4e40f98,debit,1991.89,оплата по договору № 1086 c/ф 202280304 от 28.02.22 сумма 1991-89 в т.ч. ндс (20%) 331-98,0.30313442700920074,0.0,0.30313442700920074,0.18188065620552044,0.6320211786372008,0.6320211786372008,green
e87bd52207f7b7a44aa5d2ace47fc7c3dbc134c0171d96fdccea32661210f1d4,2022-08-11,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №105 (510000 rur ) от 11/08/22. без ндс,0.3025986122207544,0.0,0.3025986122207544,0.18155916733245264,0.6317909760589319,0.6317909760589319,green
04b2b3e0ab207cafdd24861162924cedbb9136598d5b18418f653bac00517602,2021-09-10,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №309 (5693 rur ) от 10/09/21. без ндс,0.3021173209913211,0.0,0.3021173209913211,0.18127039259479266,0.631560773480663,0.631560773480663,green
81028c3cbb15d129deea358c96c2d4ff41ec7065a40c64058d5fd4d3e71d26b8,2022-09-27,d877722ca4e40f98,debit,170000.0,возврат займа по договору №1 от date_887dcad07564 сумма 170000-00 без налога (ндс),0.3008466263048428,0.0,0.3008466263048428,0.1805079757829057,0.6313305709023942,0.6313305709023942,green
3b62344cee5c50860df86d22dbfdb7e75a88aa1c06cf507476da09069c08010b,2021-05-31,8d9e0be733f77f1c,debit,70000.0,"<si>прием ден. нал. через ус 60007270 date_fff37672e388 08:46:15 вноситель аман вадим владимирович(170091651) 14, займы займ от учеридителя хо сон дя",0.4695966481415624,0.0,0.4695966481415624,0.2817579888849374,0.6311111111111112,0.6311111111111112,green
efb624ee85642f58dd10da831116c6ac45d74d59f24cacbb4f96057317384f30,2023-03-24,d877722ca4e40f98,debit,199.0,роп 230323rv.i01 отражено по операции с картой visa business 427450*****7698 за date_00df2b6b1696. фио держателя аман вадим владимирович. 1100 покупка. egrservice.ru balakhna rus. ка_273608,0.30027342419386305,0.0,0.30027342419386305,0.1801640545163178,0.6311003683241252,0.6311003683241252,green
22eb018b0c1be9f28b4b553047d224b8785bc3edeaa3f1c99eedf4fca656441d,2022-05-05,d877722ca4e40f98,debit,13618.01,страховые взносы на выплату страховой части трудовой пенсии,0.3002166091131485,0.0,0.3002166091131485,0.1801299654678891,0.6308701657458564,0.6308701657458564,green
794793c09999ccde613265a605d6e591046f91580bed7f8421f0ed64adc6865e,2021-01-11,d877722ca4e40f98,debit,80000.0,оплата по договору №29-12/2020 сумма 80000-00 без налога (ндс),0.29986654768712806,0.0,0.29986654768712806,0.17991992861227682,0.6306399631675874,0.6306399631675874,green
c306eb5826bf85128bf6ac396b18a9b57f91e8be56d5b052b152e7adb3c3e8c5,2021-07-01,d877722ca4e40f98,debit,100000.0,прочие выдачи 100000.00; прочие расходы; по чеку № 11uynt.,0.2997874906119007,0.0,0.2997874906119007,0.1798724943671404,0.6304097605893186,0.6304097605893186,green
78be5ee6117c3126d955a1c103279dc74cbc2e4ac09470799d49c8bb6269dbb5,2020-04-30,d877722ca4e40f98,debit,220.69,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.29963109622453427,0.0,0.29963109622453427,0.17977865773472054,0.6301795580110497,0.6301795580110497,green
d36a8333478eb9de50ae6e3021075049d4bd6d59296026f94f12cb8ffb8c97bd,2019-05-06,d877722ca4e40f98,debit,82.76,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.2993558812562281,0.0,0.2993558812562281,0.17961352875373685,0.6299493554327809,0.6299493554327809,green
132ed2364666ef5d78603e69e17a267ff08b35048446e814589b4ec4a6bf5839,2020-12-01,d877722ca4e40f98,debit,100000.0,оплата по счету № 7 от date_0abafb076672 устройство кровли согласно договора подряда №3-тор от 19.05.2017г сумма 100000-00 в т.ч. ндс (20%) 16666-67,0.2991693756039037,0.0,0.2991693756039037,0.17950162536234224,0.629719152854512,0.629719152854512,green
51ac9352d26d5264e17198afa03d521d9cb3379321760f521c24f43de5e501a5,2019-05-06,d877722ca4e40f98,debit,703.44,страховые взносы на обязательное медицинское страхование за апрель 2019г,0.299030409247828,0.0,0.299030409247828,0.1794182455486968,0.6294889502762431,0.6294889502762431,green
0b7c0f331f38e7130a4e6438868a3509e6a6571488fed137bc1f77fc15277ff6,2022-02-04,d877722ca4e40f98,debit,2326.88,страховые взносы на обязательное медицинское страхование,0.2987469504945606,0.0,0.2987469504945606,0.17924817029673637,0.6292587476979743,0.6292587476979743,green
1dbea241c2f07a1a5b8fe0ce0bd2c06d7150424bfa32829c3b3e4e57b8b83b15,2022-02-04,d877722ca4e40f98,debit,7931.8,страховые взносы на выплату страховой части трудовой пенсии,0.2987400619921473,0.0,0.2987400619921473,0.1792440371952884,0.6290285451197053,0.6290285451197053,green
ff0bd163e73236110baa11a5f3256f14fa929d4ff66169be5653dacab7903584,2019-08-07,8d9e0be733f77f1c,debit,1000.0,"<si>прием ден. нал. через ус 10024056 date_fe5d8ea5032e 09:14:47 вноситель парамошкин в.с.(170001736) 14, займы ...",0.46696719179544816,0.0,0.46696719179544816,0.28018031507726887,0.6288888888888888,0.6288888888888888,green
af87dc23c9d539982e81bdc3a57adb1df16eee696ab47f6b780f8cf824d3a5ca,2022-03-28,d877722ca4e40f98,debit,180.0,комиссия за прием наличных денежных средств через банкомат. документ(ы): №10 (60000 rur ) от 28/03/22. без ндс,0.298171915766694,0.0,0.298171915766694,0.1789031494600164,0.6287983425414365,0.6287983425414365,green
ddcd3c818f022b2ef00b05559f31d4e63a1ba52d1893826a15fd85fad54acc9e,2020-02-05,d877722ca4e40f98,debit,82.76,взносы на обязательное страхование от несчастных случаев. регистрационный номер в фсс inn_f24b52802750,0.2957501541759708,0.0,0.2957501541759708,0.17745009250558247,0.6285681399631675,0.6285681399631675,green
13411a4ad79b6f0d4dbca82867f24b1124c11cf04575be1c05c3f7809d710163,2019-12-05,d877722ca4e40f98,debit,1793.0,налог на доходы физических лиц за ноябрь 2019 года,0.2950553900013977,0.0,0.2950553900013977,0.17703323400083862,0.6283379373848987,0.6283379373848987,green
aac832ff64d4c7b313e9f710524afefa721cae32c1179b4d7dcd3cb7181c486d,2020-10-05,d877722ca4e40f98,debit,34.09,"комиссия за перечисление средств со сч. юл на сч.фл (в т.ч. при закрытии счета), (оборот до 150 тыс. руб) по дог. рко №acc_ded93f97f389 от '02/12/2014'. за документы: документ(ы):; от 05/10/20 №№: 261 (181",0.29479478455928143,0.0,0.29479478455928143,0.17687687073556885,0.6281077348066298,0.6281077348066298,green
e91db29497536a75a732697680e6ffd46d267e199340aac25d1b1ea10ff05258,2022-05-05,d877722ca4e40f98,debit,3866.08,страховые взносы на обязательное медицинское страхование,0.2947359979777086,0.0,0.2947359979777086,0.17684159878662517,0.627877532228361,0.627877532228361,green
699aa076acf577375667bceff444ff761250fb2f1c87e8e6b7430bd9a10a8dff,2019-07-26,d877722ca4e40f98,debit,500000.0,оплата по счету № 16 от date_2af65355e89f аванс по договору №3-тор от 19.05.2017г сумма 500000-00 в т.ч. ндс (20%) 83333-33,0.2947107454474516,0.0,0.2947107454474516,0.17682644726847097,0.6276473296500921,0.6276473296500921,green
0b6421c0332ba481f9c4593d7215bbe03343dedb190c5c4dd9600d57ec54bb0d,2020-10-05,d877722ca4e40f98,debit,8191.0,налог на доходы физических лиц за сентябрь 2020 года,0.29459977040231733,0.0,0.29459977040231733,0.1767598622413904,0.6274171270718232,0.6274171270718232,green
b611c256cb4e3eb3af0e8b00fd4a8b07df3f15ff9e224a3f0654c9a773f2d520,2019-05-06,d877722ca4e40f98,debit,3034.46,страховые взносы на выплату страховой части трудовой пенсии апрель 2019г,0.2945929280777155,0.0,0.2945929280777155,0.17675575684662928,0.6271869244935544,0.6271869244935544,green
b63a89e9433f23133d90f42e66bf890e6ba552b887a1d7b72d5c4fb29b90215f,2020-02-05,d877722ca4e40f98,debit,85771.0,оплата по счету № 3 от date_35a6e74df75f монтаж видеонаблюдения сумма 85771-00 без налога (ндс),0.2943890317819971,0.0,0.2943890317819971,0.17663341906919824,0.6269567219152854,0.6269567219152854,green
3e5460895e3ac0487a330eb9300172176be222efa4b7ad3e3dcc70be468ee6ab,2019-11-11,d877722ca4e40f98,debit,1570.0,налог на доходы физических лиц за ноябрь 2019 года,0.2942156447152877,0.0,0.2942156447152877,0.17652938682917263,0.6267265193370166,0.6267265193370166,green
9da133dbc84a901c8c9bf80f93a6dcbeeb7cc260e92f6c32c210ede923e4caf0,2021-04-30,8d9e0be733f77f1c,debit,135000.0,"<si>прием ден. нал. через ус 60007270 date_a2190548e200 08:48:59 вноситель аман вадим владимирович(170091651) 14, займы займ от учеридителя хо сон дя",0.46675372096823076,0.0,0.46675372096823076,0.2800522325809384,0.6266666666666667,0.6266666666666667,green
d37c1f096cc4c6c442e6ad74a9d2831e91637b95705ff6444f2fafd33f3ae2dd,2020-12-01,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №329 (100000 rur ) от 01/12/20. без ндс,0.29419237696651723,0.0,0.29419237696651723,0.17651542617991034,0.6264963167587477,0.6264963167587477,green
62c9f0450a52c3eba3a70ea7781d436c50c8d6f8cf9414846f3235d0b1212034,2022-02-04,d877722ca4e40f98,debit,0.3,возмещение просроченной задолженности сумма 0-30 без налога (ндс),0.29391330951955735,0.0,0.29391330951955735,0.1763479857117344,0.6262661141804788,0.6262661141804788,green
ae68379fdd4f57721ff1a1e2b6d83994898e81b6396e990b277cd804f340b2a9,2022-03-28,d877722ca4e40f98,debit,60000.0,погашение задолженности по договору n 600210017 от 24 июня 2021 г..ндс не облагается,0.29382532604857803,0.0,0.29382532604857803,0.1762951956291468,0.62603591160221,0.62603591160221,green
772de283f8dc9fb590b24fbc6119994027a94c66d7921fe69b16a5a2ac0754fb,2019-09-13,d877722ca4e40f98,debit,1000000.0,оплата по счету № 19 от date_fe5d8ea5032e за выполненые работы устр.монолитной ж/б плиты пола сог.договора №3-тор от 19.05.17г сумма 1000000-00 в т.ч. ндс (20%) 166666-67,0.29279217404214275,0.0,0.29279217404214275,0.17567530442528564,0.6258057090239411,0.6258057090239411,green
444a018e54179fadf6a0fb1fb76a45b6ced7c9926518a8a7524bd519691a3c28,2019-12-05,d877722ca4e40f98,debit,3034.46,страховые взносы на выплату страховой части трудовой пенсии за ноябрь 19г,0.29267073111181974,0.0,0.29267073111181974,0.17560243866709183,0.6255755064456723,0.6255755064456723,green
a6c37dfab2e5e33197f2cf3cbb58c0dc10810037cb4c520348e996f3449027c8,2023-02-01,d877722ca4e40f98,debit,2100.0,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/01/2023' по '31/01/2023' за 31 дней. ндс не облагается,0.2926501136895076,0.0,0.2926501136895076,0.17559006821370457,0.6253453038674033,0.6253453038674033,green
7b50e4a582b5b5efa74fb00ffb065de24ca0192e92829ead30fb39b867d9d905,2020-04-10,d877722ca4e40f98,debit,8.0,комиссия внутри сбербанка за пп/пт через дбо согласно договору рко № acc_ded93f97f389 от '02/12/2014'. №65 (15930 rur ) от 10/04/20. без ндс,0.29258783614243217,0.0,0.29258783614243217,0.1755527016854593,0.6251151012891345,0.6251151012891345,green
ba9122f86d1a0ab365afb8d9defcacf0e84b776e740d25014c924278161a8716,2021-05-05,9d8f54ae3b88911b,debit,10000.0,оплата по договору беспроцентного займа №ти-22/110221 от 11.02.21г сумма 10000-00 без налога (ндс),0.1812082060444787,0.07480342525444326,0.1812082060444787,0.13864629372846451,0.625,0.625,green
5565ba1e4b2bd8a3da12b464b911f4c92b027f0df71d48ee9f3c3fc70a5a4a7f,2021-04-05,d877722ca4e40f98,debit,21636.2,страховые взносы на выплату страховой части трудовой пенсии,0.29144491308643616,0.0,0.29144491308643616,0.1748669478518617,0.6248848987108655,0.6248848987108655,green
adcdabcf553439c6ebe28252431f047f67285f5eb4c48ea3cbfea92017d4439b,2020-12-21,d877722ca4e40f98,debit,76358.0,оплата по сч.№ 6 от 28.02.2019г авторский надзор по договору № 7 от 20.12.16г за холодсервис сумма 76358-00 без налога (ндс),0.2900343323983569,0.0,0.2900343323983569,0.17402059943901413,0.6246546961325967,0.6246546961325967,green
ae8ad763fdbef159dc8828ca1b61e003790d5e8e44cf43633958226e5dd86b6f,2021-10-12,8d9e0be733f77f1c,debit,60000.0,"<si>прием ден. нал. через ус 60035903 date_b8c01f1b7e9a 09:03:13 вноситель аман вадим владимирович(170091651) 14, займы займ от учеридителя хо сон дя",0.46426148152145086,0.0,0.46426148152145086,0.2785568889128705,0.6244444444444445,0.6244444444444445,green
5b01937d1d25c744980657f874ae14ac12e52fa05f3243e129764d0b2e95d30b,2020-12-21,d877722ca4e40f98,debit,23642.0,оплата по сч.№ 7 от 05.04.19 авторский надзор по договору № 7 от 20.12.16г за холодсервис сумма 23642-00 без налога (ндс),0.28948350588544347,0.0,0.28948350588544347,0.17369010353126607,0.6244244935543278,0.6244244935543278,green
7df1efdecdd2a088ac7fd47506f62c727a31110546d554a058eed65d758e9936,2021-04-05,d877722ca4e40f98,debit,5764.79,страховые взносы на обязательное медицинское страхование,0.2887946389118337,0.0,0.2887946389118337,0.17327678334710023,0.6241942909760589,0.6241942909760589,green
2f82a7643fc5b90e0ac90e836424f58b1228421e29bf3592d06c49af50f5a1ca,2019-06-28,d877722ca4e40f98,debit,1600.0,комиссия за ведение счета 'acc_ded93f97f389' от '02/12/2014' за период с '01/06/2019' по '30/06/2019'. ндс не облагается,0.28809940640437826,0.0,0.28809940640437826,0.17285964384262695,0.62396408839779,0.62396408839779,green
